Дата,CO2,Влажность,Температура,Давление,Освещённость,Уровень шума
2025-01-21 18:00:00,380,75,0.1,1008,274,42
2025-01-21 19:00:00,380,71,2.4,1007,195,42
2025-01-21 20:00:00,397,72,5.0,1008,0,41
2025-01-21 21:00:00,442,63,4.5,1011,0,42
2025-01-21 22:00:00,468,66,7.1,1007,0,41
2025-01-21 23:00:00,490,59,9.4,1005,0,44
2025-01-22 00:00:00,,60,14.7,1007,0,43
2025-01-22 01:00:00,545,58,15.3,1007,0,37
2025-01-22 02:00:00,570,46,19.1,1011,41,42
2025-01-22 03:00:00,662,43,22.4,1006,0,54
2025-01-22 04:00:00,635,50,24.4,1011,0,59
2025-01-22 05:00:00,680,49,27.6,1006,0,56
2025-01-22 06:00:00,710,40,25.2,1010,42,57
2025-01-22 07:00:00,698,50,26.4,1010,0,59
2025-01-22 08:00:00,705,43,26.4,1013,175,57
2025-01-22 09:00:00,678,50,24.9,1012,386,52
2025-01-22 10:00:00,642,57,20.5,1007,419,52
2025-01-22 11:00:00,621,54,18.1,1008,601,45
2025-01-22 12:00:00,519,62,15.8,1014,626,37
2025-01-22 13:00:00,512,63,12.5,1008,745,39
2025-01-22 14:00:00,510,69,12.5,1014,681,40
2025-01-22 15:00:00,503,73,11.1,1009,635,34
2025-01-22 16:00:00,462,76,10.1,1009,546,33
2025-01-22 17:00:00,459,79,7.1,1011,459,41
2025-01-22 18:00:00,400,77,6.7,1010,327,40
2025-01-22 19:00:00,407,75,8.1,1014,196,34
2025-01-22 20:00:00,450,74,9.9,1015,30,
2025-01-22 21:00:00,506,70,10.5,,0,36
2025-01-22 22:00:00,550,76,13.6,1013,0,42
2025-01-22 23:00:00,572,71,14.9,1012,0,36
2025-01-23 00:00:00,565,62,17.7,1011,16,38
2025-01-23 01:00:00,658,64,20.8,1015,0,47
2025-01-23 02:00:00,637,59,23.7,1013,,
2025-01-23 03:00:00,,57,27.9,1011,0,55
2025-01-23 04:00:00,698,54,31.3,1014,0,53
2025-01-23 05:00:00,738,50,32.1,1015,61,60
2025-01-23 06:00:00,755,54,30.1,1016,0,59
2025-01-23 07:00:00,759,48,30.9,1012,7,61
2025-01-23 08:00:00,703,54,28.4,1014,169,59
2025-01-23 09:00:00,721,58,30.1,1010,389,51
2025-01-23 10:00:00,637,62,26.3,1011,486,44
2025-01-23 11:00:00,643,58,25.5,1013,626,44
2025-01-23 12:00:00,633,62,20.4,1013,718,37
2025-01-23 13:00:00,549,71,18.4,,648,36
2025-01-23 14:00:00,510,77,13.5,1012,691,41
2025-01-23 15:00:00,509,77,13.4,1015,627,40
2025-01-23 16:00:00,489,82,12.7,1016,522,38
2025-01-23 17:00:00,499,77,9.9,1016,469,35
2025-01-23 18:00:00,456,78,11.3,1017,278,34
2025-01-23 19:00:00,449,81,9.4,1014,205,32
2025-01-23 20:00:00,502,79,10.4,1015,0,42
2025-01-23 21:00:00,547,79,14.8,1011,0,40
2025-01-23 22:00:00,551,69,17.3,1013,0,39
2025-01-23 23:00:00,567,70,18.0,1014,31,32
2025-01-24 00:00:00,628,65,22.4,1011,0,43
2025-01-24 01:00:00,656,66,23.8,1017,45,41
2025-01-24 02:00:00,685,58,26.1,1012,0,43
2025-01-24 03:00:00,717,54,26.5,1014,0,49
2025-01-24 04:00:00,693,56,29.0,1012,0,58
2025-01-24 05:00:00,770,46,32.0,1013,22,61
2025-01-24 06:00:00,752,50,29.9,1015,5,57
2025-01-24 07:00:00,742,49,31.5,1012,30,53
2025-01-24 08:00:00,706,47,31.0,1010,141,49
2025-01-24 09:00:00,666,54,27.8,1015,358,46
2025-01-24 10:00:00,640,55,26.9,1011,441,47
2025-01-24 11:00:00,644,58,23.1,1016,643,42
2025-01-24 12:00:00,614,64,19.4,1009,700,37
2025-01-24 13:00:00,565,72,17.4,1012,738,38
2025-01-24 14:00:00,546,71,14.6,1012,678,34
2025-01-24 15:00:00,492,75,12.7,1013,645,44
2025-01-24 16:00:00,463,77,9.2,1013,580,35
2025-01-24 17:00:00,445,82,6.6,1010,433,43
2025-01-24 18:00:00,443,77,7.6,1014,371,43
2025-01-24 19:00:00,466,73,6.1,1011,179,41
2025-01-24 20:00:00,453,77,10.0,1011,0,32
2025-01-24 21:00:00,492,76,8.8,1011,52,38
2025-01-24 22:00:00,495,72,13.4,1008,0,35
2025-01-24 23:00:00,557,61,15.6,1012,51,42
2025-01-25 00:00:00,531,65,18.7,1011,0,41
2025-01-25 01:00:00,589,60,20.7,1012,0,
2025-01-25 02:00:00,660,54,23.5,1014,0,49
2025-01-25 03:00:00,675,53,25.5,1012,0,49
2025-01-25 04:00:00,684,50,25.6,1009,0,59
2025-01-25 05:00:00,658,47,27.3,1010,6,61
2025-01-25 06:00:00,660,46,28.0,1012,0,56
2025-01-25 07:00:00,686,40,24.5,1009,0,55
2025-01-25 08:00:00,615,50,23.7,1009,150,51
2025-01-25 09:00:00,626,53,23.1,1007,330,55
2025-01-25 10:00:00,610,52,18.6,1012,395,43
2025-01-25 11:00:00,574,54,17.2,1009,589,46
2025-01-25 12:00:00,540,62,15.4,1009,681,32
2025-01-25 13:00:00,462,60,12.7,1005,724,42
2025-01-25 14:00:00,474,60,9.8,1010,759,44
2025-01-25 15:00:00,380,66,4.3,1007,658,33
2025-01-25 16:00:00,380,69,4.5,1007,622,33
2025-01-25 17:00:00,394,75,4.0,1005,412,34
2025-01-25 18:00:00,,75,1.9,1008,305,38
2025-01-25 19:00:00,389,68,1.8,1004,149,41
2025-01-25 20:00:00,383,65,3.4,1007,0,39
2025-01-25 21:00:00,380,63,2.2,1006,0,34
2025-01-25 22:00:00,386,66,4.1,1004,0,37
2025-01-25 23:00:00,421,63,7.0,1002,13,41
2025-01-26 00:00:00,518,55,9.0,1005,15,32
2025-01-26 01:00:00,511,52,11.9,1007,0,42
2025-01-26 02:00:00,576,48,16.0,1003,0,51
2025-01-26 03:00:00,540,40,19.3,1008,0,45
2025-01-26 04:00:00,574,43,21.2,1002,0,55
2025-01-26 05:00:00,620,43,21.4,1005,0,59
2025-01-26 06:00:00,615,37,19.0,1007,0,51
2025-01-26 07:00:00,632,42,19.5,1004,0,50
2025-01-26 08:00:00,547,43,18.9,1003,204,51
2025-01-26 09:00:00,594,43,15.3,1004,395,56
2025-01-26 10:00:00,537,49,16.3,1001,399,44
2025-01-26 11:00:00,509,52,12.6,1007,534,44
2025-01-26 12:00:00,450,49,10.3,1000,607,
2025-01-26 13:00:00,,52,,1003,756,34
2025-01-26 14:00:00,380,59,,1002,725,37
2025-01-26 15:00:00,385,58,-1.2,1005,588,43
2025-01-26 16:00:00,380,68,-0.6,1003,581,41
2025-01-26 17:00:00,380,70,-1.0,1006,516,39
2025-01-26 18:00:00,380,66,-2.6,1001,272,33
2025-01-26 19:00:00,380,66,-3.6,1001,168,41
2025-01-26 20:00:00,380,62,-2.7,1001,0,32
2025-01-26 21:00:00,380,60,-1.8,999,0,34
2025-01-26 22:00:00,380,62,2.4,1002,14,41
2025-01-26 23:00:00,380,52,3.7,1000,0,43
2025-01-27 00:00:00,394,48,5.8,999,38,43
2025-01-27 01:00:00,491,51,9.4,999,23,47
2025-01-27 02:00:00,463,38,12.8,1002,0,41
2025-01-27 03:00:00,564,39,14.2,999,22,48
2025-01-27 04:00:00,577,41,18.2,1004,0,56
2025-01-27 05:00:00,,34,18.9,999,17,53
2025-01-27 06:00:00,569,31,16.9,1002,0,56
2025-01-27 07:00:00,562,40,17.2,1005,1,60
2025-01-27 08:00:00,522,42,18.4,1003,159,60
2025-01-27 09:00:00,556,41,15.1,1003,306,45
2025-01-27 10:00:00,473,40,14.0,1004,437,45
2025-01-27 11:00:00,491,46,9.0,1004,556,41
2025-01-27 12:00:00,458,53,5.6,,654,34
2025-01-27 13:00:00,380,56,5.5,1002,746,42
2025-01-27 14:00:00,380,62,-0.1,1005,739,44
2025-01-27 15:00:00,380,58,,1000,641,36
2025-01-27 16:00:00,380,67,-2.5,1006,534,33
2025-01-27 17:00:00,380,61,-3.9,1006,424,43
2025-01-27 18:00:00,380,67,-3.6,1005,270,40
2025-01-27 19:00:00,380,61,-2.8,1000,,42
2025-01-27 20:00:00,380,63,-2.7,1003,29,
2025-01-27 21:00:00,380,62,1.3,1004,0,43
2025-01-27 22:00:00,380,63,3.4,1006,12,44
2025-01-27 23:00:00,407,55,7.0,1006,0,42
2025-01-28 00:00:00,450,47,9.1,1004,0,42
2025-01-28 01:00:00,451,53,12.0,1005,7,47
2025-01-28 02:00:00,519,47,13.4,1006,58,45
2025-01-28 03:00:00,587,45,16.4,1000,60,47
2025-01-28 04:00:00,553,43,19.6,1005,17,
2025-01-28 05:00:00,630,41,20.5,1006,44,53
2025-01-28 06:00:00,628,39,20.2,1003,30,53
2025-01-28 07:00:00,588,42,22.0,1003,0,53
2025-01-28 08:00:00,576,38,18.9,1006,226,49
2025-01-28 09:00:00,578,46,18.0,1002,306,47
2025-01-28 10:00:00,536,43,17.1,1005,498,53
2025-01-28 11:00:00,476,47,14.9,1005,557,46
2025-01-28 12:00:00,458,54,10.2,1003,587,34
2025-01-28 13:00:00,422,54,8.6,1004,733,37
2025-01-28 14:00:00,381,62,4.9,1002,716,37
2025-01-28 15:00:00,409,71,3.5,1005,604,39
2025-01-28 16:00:00,386,64,1.5,1009,579,37
2025-01-28 17:00:00,380,66,1.7,1009,502,38
2025-01-28 18:00:00,380,66,0.2,1008,300,37
2025-01-28 19:00:00,380,67,2.9,1004,214,38
2025-01-28 20:00:00,380,65,2.1,1010,0,33
2025-01-28 21:00:00,448,64,4.1,1009,0,43
2025-01-28 22:00:00,417,61,7.7,1008,0,42
2025-01-28 23:00:00,484,58,12.8,1006,25,35
2025-01-29 00:00:00,541,62,15.2,1005,59,37
2025-01-29 01:00:00,534,58,15.8,1011,0,39
2025-01-29 02:00:00,630,46,18.9,1009,34,50
2025-01-29 03:00:00,615,50,21.4,1009,0,53
2025-01-29 04:00:00,646,45,22.8,1012,9,53
2025-01-29 05:00:00,701,46,25.1,1012,12,53
2025-01-29 06:00:00,664,40,,1013,35,60
2025-01-29 07:00:00,706,47,25.1,1011,57,59
2025-01-29 08:00:00,,45,27.2,1009,124,50
2025-01-29 09:00:00,673,48,26.0,1007,379,47
2025-01-29 10:00:00,623,54,22.3,1012,423,43
2025-01-29 11:00:00,586,52,19.8,1009,611,43
2025-01-29 12:00:00,589,57,18.2,1012,640,43
2025-01-29 13:00:00,502,65,13.7,1010,647,43
2025-01-29 14:00:00,482,74,10.4,1008,680,33
2025-01-29 15:00:00,451,71,10.6,1011,713,35
2025-01-29 16:00:00,471,71,8.7,1009,610,38
2025-01-29 17:00:00,454,81,7.0,1010,432,41
2025-01-29 18:00:00,431,82,7.2,1009,321,44
2025-01-29 19:00:00,460,75,9.1,1011,228,41
2025-01-29 20:00:00,454,78,10.6,1010,0,35
2025-01-29 21:00:00,449,73,12.0,1013,64,35
2025-01-29 22:00:00,542,72,15.5,1011,0,42
2025-01-29 23:00:00,559,65,15.7,1011,39,42
2025-01-30 00:00:00,578,67,19.6,1012,41,43
2025-01-30 01:00:00,649,64,23.1,1010,62,46
2025-01-30 02:00:00,673,59,24.9,1015,0,43
2025-01-30 03:00:00,684,51,26.0,1015,21,45
2025-01-30 04:00:00,695,53,,1012,0,49
2025-01-30 05:00:00,706,50,29.0,1013,0,60
2025-01-30 06:00:00,719,50,33.1,1010,10,53
2025-01-30 07:00:00,752,48,32.5,1011,0,50
2025-01-30 08:00:00,701,48,29.4,1016,138,59
2025-01-30 09:00:00,698,59,26.5,1016,284,48
2025-01-30 10:00:00,662,57,26.2,1013,534,51
2025-01-30 11:00:00,626,59,22.8,1016,517,43
2025-01-30 12:00:00,588,67,22.8,1012,707,41
2025-01-30 13:00:00,587,,18.1,1016,662,40
2025-01-30 14:00:00,538,78,14.1,1013,664,36
2025-01-30 15:00:00,491,76,12.4,1016,673,41
2025-01-30 16:00:00,480,78,11.6,1014,597,42
2025-01-30 17:00:00,453,81,11.6,1017,404,40
2025-01-30 18:00:00,435,81,11.7,1012,373,32
2025-01-30 19:00:00,458,78,10.0,1017,102,43
2025-01-30 20:00:00,480,80,12.1,1011,0,40
2025-01-30 21:00:00,539,81,13.7,1016,16,41
2025-01-30 22:00:00,564,69,15.3,1012,0,36
2025-01-30 23:00:00,564,72,17.3,1017,0,32
2025-01-31 00:00:00,620,66,21.9,1016,6,37
2025-01-31 01:00:00,664,63,25.5,1017,0,39
2025-01-31 02:00:00,681,59,24.8,1011,0,49
2025-01-31 03:00:00,738,55,29.7,1012,0,50
2025-01-31 04:00:00,763,48,31.1,1017,0,59
2025-01-31 05:00:00,,50,29.8,1014,45,55
2025-01-31 06:00:00,774,53,30.4,1015,44,58
2025-01-31 07:00:00,733,54,28.8,1014,64,53
2025-01-31 08:00:00,753,48,30.2,1011,,59
2025-01-31 09:00:00,717,50,25.9,1014,277,52
2025-01-31 10:00:00,696,62,23.5,1011,415,43
2025-01-31 11:00:00,615,65,23.1,1009,527,43
2025-01-31 12:00:00,556,65,19.2,1013,600,39
2025-01-31 13:00:00,515,64,14.5,1013,689,40
2025-01-31 14:00:00,493,74,13.2,,715,36
2025-01-31 15:00:00,468,76,11.8,1011,677,36
2025-01-31 16:00:00,440,73,10.9,1013,,42
2025-01-31 17:00:00,427,76,6.5,1014,491,33
2025-01-31 18:00:00,431,77,9.1,1013,391,42
2025-01-31 19:00:00,456,77,7.5,1012,136,41
2025-01-31 20:00:00,447,78,10.3,1011,12,34
2025-01-31 21:00:00,440,68,,1012,0,34
2025-01-31 22:00:00,530,70,10.7,1014,0,44
2025-01-31 23:00:00,562,66,13.3,1013,33,42
2025-02-01 00:00:00,554,59,16.0,1011,0,43
2025-02-01 01:00:00,567,60,18.0,1014,0,37
2025-02-01 02:00:00,595,55,23.0,1007,41,50
2025-02-01 03:00:00,618,47,25.3,1010,0,52
2025-02-01 04:00:00,658,44,26.7,1013,0,58
2025-02-01 05:00:00,657,46,26.4,1009,15,59
2025-02-01 06:00:00,718,48,28.2,1013,0,62
2025-02-01 07:00:00,707,44,25.6,1006,4,56
2025-02-01 08:00:00,683,41,23.6,1012,166,49
2025-02-01 09:00:00,621,43,22.5,1009,345,46
2025-02-01 10:00:00,634,48,19.4,1009,511,48
2025-02-01 11:00:00,,52,19.1,1007,569,43
2025-02-01 12:00:00,490,55,15.9,1011,708,40
2025-02-01 13:00:00,519,63,12.3,1011,637,40
2025-02-01 14:00:00,481,60,9.2,1008,674,32
2025-02-01 15:00:00,392,70,5.9,1009,619,
2025-02-01 16:00:00,380,73,1.5,1006,631,33
2025-02-01 17:00:00,380,74,0.2,1005,448,41
2025-02-01 18:00:00,380,76,2.0,1008,258,37
2025-02-01 19:00:00,380,72,2.4,1004,126,35
2025-02-01 20:00:00,400,69,2.4,1003,38,37
2025-02-01 21:00:00,380,68,2.4,1007,0,42
2025-02-01 22:00:00,446,59,5.5,1003,0,35
2025-02-01 23:00:00,455,58,7.5,1005,,44
2025-02-02 00:00:00,463,57,10.1,1007,64,33
2025-02-02 01:00:00,534,48,14.6,1007,10,45
2025-02-02 02:00:00,538,44,16.8,1006,59,45
2025-02-02 03:00:00,570,44,17.8,1003,0,50
2025-02-02 04:00:00,551,,20.5,1007,0,55
2025-02-02 05:00:00,609,44,18.7,1006,19,51
2025-02-02 06:00:00,594,38,21.0,1002,0,58
2025-02-02 07:00:00,634,37,21.3,1004,0,53
2025-02-02 08:00:00,617,37,17.9,1003,169,49
2025-02-02 09:00:00,532,46,18.2,1006,311,50
2025-02-02 10:00:00,509,44,12.4,1007,451,51
2025-02-02 11:00:00,460,47,13.2,1000,534,
2025-02-02 12:00:00,445,54,9.1,1000,654,33
2025-02-02 13:00:00,380,53,4.8,1003,662,41
2025-02-02 14:00:00,415,59,0.9,1005,642,43
2025-02-02 15:00:00,380,65,-0.1,1001,631,43
2025-02-02 16:00:00,380,65,-3.6,1004,513,34
2025-02-02 17:00:00,380,60,-2.2,1003,417,39
2025-02-02 18:00:00,380,69,-4.8,1003,376,35
2025-02-02 19:00:00,380,69,-3.2,1003,181,34
2025-02-02 20:00:00,380,65,-3.9,1001,0,39
2025-02-02 21:00:00,380,59,,1001,22,39
2025-02-02 22:00:00,380,61,2.6,1000,0,43
2025-02-02 23:00:00,380,49,5.7,1004,68,35
2025-02-03 00:00:00,432,50,6.0,1005,0,41
2025-02-03 01:00:00,492,41,10.2,999,0,37
2025-02-03 02:00:00,527,44,13.7,1001,0,52
2025-02-03 03:00:00,524,39,14.3,1005,48,50
2025-02-03 04:00:00,540,41,17.8,1001,64,51
2025-02-03 05:00:00,542,36,16.5,1003,38,58
2025-02-03 06:00:00,578,37,17.7,1003,17,54
2025-02-03 07:00:00,587,35,16.5,999,0,56
2025-02-03 08:00:00,554,39,17.2,1005,144,51
2025-02-03 09:00:00,549,44,16.3,1000,282,52
2025-02-03 10:00:00,474,42,12.4,1002,463,51
2025-02-03 11:00:00,480,42,10.6,1005,547,41
2025-02-03 12:00:00,422,48,8.2,1003,660,42
2025-02-03 13:00:00,402,57,3.2,1003,659,32
2025-02-03 14:00:00,380,62,1.5,1001,643,33
2025-02-03 15:00:00,380,65,1.4,1001,690,
2025-02-03 16:00:00,380,64,-2.7,1004,564,38
2025-02-03 17:00:00,380,69,-1.6,1001,502,39
2025-02-03 18:00:00,380,71,-5.2,1005,372,42
2025-02-03 19:00:00,380,69,-3.7,1006,169,37
2025-02-03 20:00:00,,65,-0.1,1005,0,40
2025-02-03 21:00:00,380,65,0.6,1003,48,
2025-02-03 22:00:00,380,54,1.5,1005,0,40
2025-02-03 23:00:00,389,53,3.6,1002,46,41
2025-02-04 00:00:00,462,55,6.7,1001,0,43
2025-02-04 01:00:00,463,46,9.7,1001,34,45
2025-02-04 02:00:00,509,,14.1,1002,57,47
2025-02-04 03:00:00,567,45,17.6,1006,0,52
2025-02-04 04:00:00,569,40,19.6,1006,0,53
2025-02-04 05:00:00,587,35,20.4,1005,20,58
2025-02-04 06:00:00,604,36,19.2,1003,0,54
2025-02-04 07:00:00,572,41,19.3,1004,0,55
2025-02-04 08:00:00,553,44,20.6,1004,213,58
2025-02-04 09:00:00,610,44,18.9,1002,366,50
2025-02-04 10:00:00,555,42,15.8,1003,466,45
2025-02-04 11:00:00,535,52,12.2,1007,536,40
2025-02-04 12:00:00,473,51,11.3,1007,610,43
2025-02-04 13:00:00,452,55,8.6,1008,698,37
2025-02-04 14:00:00,416,67,5.5,1008,760,32
2025-02-04 15:00:00,382,67,2.8,1004,683,40
2025-02-04 16:00:00,380,69,2.3,1007,627,41
2025-02-04 17:00:00,380,73,2.6,1009,486,43
2025-02-04 18:00:00,392,70,2.0,1007,342,40
2025-02-04 19:00:00,380,68,4.0,1006,141,38
2025-02-04 20:00:00,380,65,3.0,1011,0,40
2025-02-04 21:00:00,441,67,5.2,1004,54,35
2025-02-04 22:00:00,481,66,7.2,1010,69,42
2025-02-04 23:00:00,451,60,9.8,1008,23,42
2025-02-05 00:00:00,534,60,12.9,1008,65,41
2025-02-05 01:00:00,573,56,19.1,1006,0,38
2025-02-05 02:00:00,603,54,18.1,1008,0,44
2025-02-05 03:00:00,635,49,23.2,1012,0,54
2025-02-05 04:00:00,686,42,25.2,1008,7,55
2025-02-05 05:00:00,670,47,24.2,1010,44,52
2025-02-05 06:00:00,650,44,27.2,1013,66,59
2025-02-05 07:00:00,685,47,26.0,1012,0,60
2025-02-05 08:00:00,704,42,27.6,1011,226,51
2025-02-05 09:00:00,687,48,24.4,1007,381,47
2025-02-05 10:00:00,590,57,22.5,1009,483,44
2025-02-05 11:00:00,557,55,19.2,1009,630,38
2025-02-05 12:00:00,537,62,18.2,1010,711,37
2025-02-05 13:00:00,516,69,15.7,1009,631,35
2025-02-05 14:00:00,482,65,12.9,1009,756,44
2025-02-05 15:00:00,502,70,7.9,1011,618,35
2025-02-05 16:00:00,433,79,7.0,1009,543,41
2025-02-05 17:00:00,399,72,6.8,1010,464,37
2025-02-05 18:00:00,454,78,9.2,1009,284,33
2025-02-05 19:00:00,479,73,9.1,1009,161,33
2025-02-05 20:00:00,424,78,9.8,1009,51,42
2025-02-05 21:00:00,504,69,9.3,1010,0,44
2025-02-05 22:00:00,502,75,12.3,1014,0,41
2025-02-05 23:00:00,557,63,18.4,1012,55,34
2025-02-06 00:00:00,569,69,18.0,1014,0,37
2025-02-06 01:00:00,649,58,21.7,1011,0,39
2025-02-06 02:00:00,683,55,26.6,1012,0,43
2025-02-06 03:00:00,656,52,27.8,1013,0,54
2025-02-06 04:00:00,729,56,28.6,1014,7,55
2025-02-06 05:00:00,709,49,32.7,1012,0,60
2025-02-06 06:00:00,742,51,31.0,1012,0,59
2025-02-06 07:00:00,760,55,32.7,1013,31,57
2025-02-06 08:00:00,755,53,31.6,1015,119,50
2025-02-06 09:00:00,702,52,28.2,1015,386,56
2025-02-06 10:00:00,680,58,25.9,1015,398,50
2025-02-06 11:00:00,663,64,24.8,1011,520,47
2025-02-06 12:00:00,605,61,18.9,,651,37
2025-02-06 13:00:00,566,70,18.2,1015,703,34
2025-02-06 14:00:00,515,76,16.6,1014,651,40
2025-02-06 15:00:00,498,76,14.8,1012,,34
2025-02-06 16:00:00,494,79,12.1,1017,521,40
2025-02-06 17:00:00,488,80,11.9,1012,440,39
2025-02-06 18:00:00,462,83,10.3,1012,337,41
2025-02-06 19:00:00,501,82,9.2,1015,172,33
2025-02-06 20:00:00,518,,10.3,1011,0,39
2025-02-06 21:00:00,532,72,12.4,1017,0,43
2025-02-06 22:00:00,543,69,17.3,1017,14,35
2025-02-06 23:00:00,556,67,16.7,1011,0,33
2025-02-07 00:00:00,576,70,20.4,1011,40,33
2025-02-07 01:00:00,650,,25.0,1010,0,48
2025-02-07 02:00:00,643,54,26.3,1016,0,43
2025-02-07 03:00:00,705,55,27.6,1013,15,48
2025-02-07 04:00:00,764,49,30.4,1012,0,49
2025-02-07 05:00:00,702,52,30.8,1015,0,54
2025-02-07 06:00:00,726,46,29.9,1012,0,60
2025-02-07 07:00:00,768,50,31.2,1013,67,57
2025-02-07 08:00:00,715,56,31.3,1011,148,54
2025-02-07 09:00:00,688,57,27.2,1012,292,55
2025-02-07 10:00:00,691,52,26.6,1013,528,46
2025-02-07 11:00:00,589,62,23.7,1012,590,45
2025-02-07 12:00:00,564,64,17.9,1012,695,34
2025-02-07 13:00:00,550,72,16.6,1012,710,39
2025-02-07 14:00:00,485,70,14.8,1014,756,36
2025-02-07 15:00:00,519,71,11.7,1013,714,32
2025-02-07 16:00:00,498,77,9.1,1010,524,38
2025-02-07 17:00:00,430,76,8.4,1015,412,41
2025-02-07 18:00:00,419,82,5.9,1008,267,38
2025-02-07 19:00:00,443,79,5.6,1015,163,39
2025-02-07 20:00:00,430,80,7.4,1013,13,32
2025-02-07 21:00:00,453,76,10.1,1010,11,41
2025-02-07 22:00:00,467,71,12.2,1008,0,33
2025-02-07 23:00:00,492,64,14.2,1008,0,40
2025-02-08 00:00:00,541,61,16.6,1011,20,42
2025-02-08 01:00:00,622,52,,1008,34,47
2025-02-08 02:00:00,608,56,21.4,1013,0,42
2025-02-08 03:00:00,675,51,23.6,1008,0,50
2025-02-08 04:00:00,651,44,24.5,1007,20,59
2025-02-08 05:00:00,670,50,27.2,1010,0,51
2025-02-08 06:00:00,683,47,28.2,1008,,52
2025-02-08 07:00:00,642,44,24.1,1007,,56
2025-02-08 08:00:00,648,48,22.8,1009,,50
2025-02-08 09:00:00,604,49,21.9,1006,276,55
2025-02-08 10:00:00,634,49,20.9,1009,481,52
2025-02-08 11:00:00,538,59,17.7,1008,634,43
2025-02-08 12:00:00,543,54,13.2,1010,612,39
2025-02-08 13:00:00,475,57,9.6,1008,750,37
2025-02-08 14:00:00,447,64,6.3,1009,633,34
2025-02-08 15:00:00,421,67,5.1,1006,603,34
2025-02-08 16:00:00,387,68,3.5,1007,634,33
2025-02-08 17:00:00,380,69,3.7,1007,469,43
2025-02-08 18:00:00,380,71,1.0,1007,273,38
2025-02-08 19:00:00,380,71,3.1,1005,127,38
2025-02-08 20:00:00,380,68,1.6,1006,51,43
2025-02-08 21:00:00,380,71,5.5,1006,47,40
2025-02-08 22:00:00,401,62,4.6,1008,,40
2025-02-08 23:00:00,418,59,7.7,1006,0,33
2025-02-09 00:00:00,480,56,9.9,1004,0,37
2025-02-09 01:00:00,498,54,14.2,1008,0,46
2025-02-09 02:00:00,563,42,17.6,1008,31,47
2025-02-09 03:00:00,547,45,18.2,1002,0,53
2025-02-09 04:00:00,563,36,19.9,,0,56
2025-02-09 05:00:00,615,42,21.6,1007,0,49
2025-02-09 06:00:00,635,40,20.7,1004,0,55
2025-02-09 07:00:00,593,39,18.2,1006,0,61
2025-02-09 08:00:00,608,41,17.8,1007,222,58
2025-02-09 09:00:00,520,45,15.4,1005,362,
2025-02-09 10:00:00,493,43,13.9,1003,504,47
2025-02-09 11:00:00,489,49,12.5,1000,542,37
2025-02-09 12:00:00,465,55,7.3,1004,599,38
2025-02-09 13:00:00,380,60,5.6,1002,664,33
2025-02-09 14:00:00,407,62,3.3,1002,710,40
2025-02-09 15:00:00,380,67,0.4,1002,596,39
2025-02-09 16:00:00,380,60,-0.1,1004,627,36
2025-02-09 17:00:00,380,65,-4.2,1002,445,35
2025-02-09 18:00:00,380,62,-1.7,1004,302,33
2025-02-09 19:00:00,380,68,-1.9,999,208,36
2025-02-09 20:00:00,380,61,-3.8,1002,33,33
2025-02-09 21:00:00,380,61,-1.6,1005,5,39
2025-02-09 22:00:00,393,61,3.6,1004,0,43
2025-02-09 23:00:00,415,56,6.1,1000,39,33
2025-02-10 00:00:00,408,52,7.1,1005,65,36
2025-02-10 01:00:00,495,49,11.6,1005,25,44
2025-02-10 02:00:00,497,41,13.0,1004,0,51
2025-02-10 03:00:00,555,37,13.4,1003,26,49
2025-02-10 04:00:00,572,34,17.0,999,0,56
2025-02-10 05:00:00,534,40,16.9,1004,0,50
2025-02-10 06:00:00,575,37,18.7,1004,57,57
2025-02-10 07:00:00,554,39,18.0,999,10,55
2025-02-10 08:00:00,562,41,17.3,1000,119,58
2025-02-10 09:00:00,501,40,14.1,1002,,55
2025-02-10 10:00:00,516,45,13.2,999,449,42
2025-02-10 11:00:00,455,43,8.5,1005,562,44
2025-02-10 12:00:00,,54,6.7,1004,701,34
2025-02-10 13:00:00,404,50,4.2,1000,625,43
2025-02-10 14:00:00,380,56,1.2,1005,709,34
2025-02-10 15:00:00,380,57,0.7,1002,659,40
2025-02-10 16:00:00,380,68,,1001,570,40
2025-02-10 17:00:00,380,70,-4.9,1001,471,35
2025-02-10 18:00:00,380,64,-4.7,1003,394,41
2025-02-10 19:00:00,380,68,-3.2,1003,165,42
2025-02-10 20:00:00,380,68,-1.9,1003,23,36
2025-02-10 21:00:00,,58,-0.0,1002,2,40
2025-02-10 22:00:00,401,,2.9,1004,25,41
2025-02-10 23:00:00,380,54,6.0,1003,0,36
2025-02-11 00:00:00,486,52,7.8,1006,59,43
2025-02-11 01:00:00,495,49,13.4,1001,64,47
2025-02-11 02:00:00,562,45,12.5,1006,0,42
2025-02-11 03:00:00,560,46,16.2,1003,0,48
2025-02-11 04:00:00,591,35,18.8,1006,0,51
2025-02-11 05:00:00,569,42,,1002,0,56
2025-02-11 06:00:00,575,36,19.3,1003,29,52
2025-02-11 07:00:00,641,41,19.8,1007,27,59
2025-02-11 08:00:00,613,40,17.8,1004,224,57
2025-02-11 09:00:00,562,42,18.2,1005,370,49
2025-02-11 10:00:00,564,44,17.8,1004,471,46
2025-02-11 11:00:00,,47,15.0,1007,572,43
2025-02-11 12:00:00,503,56,9.8,1008,620,35
2025-02-11 13:00:00,469,62,7.6,1003,,32
