Дата,CO2,Влажность,Температура,Давление,Освещённость,Уровень шума
2025-01-21 19:00:00,380,67,2.4,1010,158,35
2025-01-21 20:00:00,381,75,2.8,1010,46,35
2025-01-21 21:00:00,424,68,7.3,1007,23,37
2025-01-21 22:00:00,465,62,8.3,1006,20,39
2025-01-21 23:00:00,467,65,10.3,1006,0,36
2025-01-22 00:00:00,532,60,15.2,,13,35
2025-01-22 01:00:00,548,52,16.3,1010,22,43
2025-01-22 02:00:00,579,54,21.7,1006,0,44
2025-01-22 03:00:00,621,51,24.6,1008,0,57
2025-01-22 04:00:00,692,47,26.7,1010,26,57
2025-01-22 05:00:00,649,46,28.5,1012,76,57
2025-01-22 06:00:00,675,51,26.7,1010,58,61
2025-01-22 07:00:00,724,45,25.7,1008,48,57
2025-01-22 08:00:00,663,51,24.9,1009,163,50
2025-01-22 09:00:00,639,49,23.8,1012,301,58
2025-01-22 10:00:00,596,51,23.0,1011,459,51
2025-01-22 11:00:00,617,62,21.3,1010,576,40
2025-01-22 12:00:00,596,65,19.6,1010,738,36
2025-01-22 13:00:00,543,70,14.8,1010,744,37
2025-01-22 14:00:00,520,69,11.7,1010,684,40
2025-01-22 15:00:00,499,77,10.0,1010,688,39
2025-01-22 16:00:00,462,77,10.6,1012,583,45
2025-01-22 17:00:00,429,78,10.2,1010,432,44
2025-01-22 18:00:00,476,77,8.4,1015,337,37
2025-01-22 19:00:00,,78,8.6,1012,219,39
2025-01-22 20:00:00,462,72,11.9,1012,50,35
2025-01-22 21:00:00,465,76,13.7,1015,20,44
2025-01-22 22:00:00,549,73,13.2,1010,0,43
2025-01-22 23:00:00,554,74,15.4,1012,0,36
2025-01-23 00:00:00,583,69,20.5,1011,23,37
2025-01-23 01:00:00,630,59,23.5,1011,56,38
2025-01-23 02:00:00,641,57,25.4,1013,1,54
2025-01-23 03:00:00,705,58,30.2,1012,69,49
2025-01-23 04:00:00,727,52,29.2,1016,10,52
2025-01-23 05:00:00,770,52,33.5,1015,,53
2025-01-23 06:00:00,779,47,33.6,1011,0,54
2025-01-23 07:00:00,785,52,30.5,1011,89,58
2025-01-23 08:00:00,761,57,32.1,1016,120,59
2025-01-23 09:00:00,716,60,28.7,1015,355,52
2025-01-23 10:00:00,660,56,25.7,1013,509,43
2025-01-23 11:00:00,663,63,25.1,1016,,49
2025-01-23 12:00:00,605,69,20.0,,699,36
2025-01-23 13:00:00,569,71,19.6,1017,741,39
2025-01-23 14:00:00,549,79,16.1,1017,774,41
2025-01-23 15:00:00,520,74,12.8,1015,722,41
2025-01-23 16:00:00,485,79,13.2,1014,562,41
2025-01-23 17:00:00,467,81,10.2,1013,419,
2025-01-23 18:00:00,498,84,11.8,1015,319,36
2025-01-23 19:00:00,514,77,13.0,1015,170,40
2025-01-23 20:00:00,478,81,11.5,1016,0,45
2025-01-23 21:00:00,487,73,15.5,1013,64,42
2025-01-23 22:00:00,527,75,16.7,1014,0,37
2025-01-23 23:00:00,574,70,17.0,1013,70,35
2025-01-24 00:00:00,640,69,22.7,1013,64,34
2025-01-24 01:00:00,683,61,24.0,1018,0,49
2025-01-24 02:00:00,680,57,25.8,1013,71,47
2025-01-24 03:00:00,701,59,29.8,1012,0,55
2025-01-24 04:00:00,702,57,31.6,1016,0,51
2025-01-24 05:00:00,723,51,31.3,1015,23,54
2025-01-24 06:00:00,751,46,33.8,1014,87,57
2025-01-24 07:00:00,707,51,29.8,1011,14,53
2025-01-24 08:00:00,690,50,31.8,1013,147,60
2025-01-24 09:00:00,704,55,29.0,1012,397,53
2025-01-24 10:00:00,710,57,27.1,1012,502,52
2025-01-24 11:00:00,678,62,,1017,662,39
2025-01-24 12:00:00,610,61,21.2,1011,721,41
2025-01-24 13:00:00,599,,15.9,1011,764,38
2025-01-24 14:00:00,514,75,15.8,1015,740,36
2025-01-24 15:00:00,533,74,10.1,1010,615,45
2025-01-24 16:00:00,503,75,11.5,1015,531,36
2025-01-24 17:00:00,455,78,10.0,1013,538,41
2025-01-24 18:00:00,448,75,9.6,1013,343,44
2025-01-24 19:00:00,478,74,7.7,1015,169,39
2025-01-24 20:00:00,423,72,9.3,1013,52,44
2025-01-24 21:00:00,466,77,11.8,1012,0,42
2025-01-24 22:00:00,498,68,11.7,1011,12,44
2025-01-24 23:00:00,525,65,15.3,1014,21,42
2025-01-25 00:00:00,569,62,17.3,1014,2,44
2025-01-25 01:00:00,582,59,20.9,1008,0,42
2025-01-25 02:00:00,626,58,24.5,1013,0,48
2025-01-25 03:00:00,648,48,26.5,1014,59,51
2025-01-25 04:00:00,717,48,27.1,1010,0,50
2025-01-25 05:00:00,723,50,25.5,1009,1,58
2025-01-25 06:00:00,714,50,27.1,1010,86,54
2025-01-25 07:00:00,683,47,27.9,1009,0,63
2025-01-25 08:00:00,663,46,24.7,1009,162,51
2025-01-25 09:00:00,661,50,25.2,1012,369,51
2025-01-25 10:00:00,569,48,20.3,1011,491,50
2025-01-25 11:00:00,578,52,18.6,,556,45
2025-01-25 12:00:00,535,58,13.5,1010,738,40
2025-01-25 13:00:00,483,,11.3,1010,683,44
2025-01-25 14:00:00,473,65,7.9,1007,747,38
2025-01-25 15:00:00,442,70,6.0,1006,688,41
2025-01-25 16:00:00,401,69,4.3,1009,569,45
2025-01-25 17:00:00,,70,2.6,1006,434,41
2025-01-25 18:00:00,405,75,1.3,1011,330,39
2025-01-25 19:00:00,380,74,0.9,1008,209,45
2025-01-25 20:00:00,380,69,3.4,1005,87,42
2025-01-25 21:00:00,387,67,2.9,1005,0,41
2025-01-25 22:00:00,,66,6.2,1009,20,40
2025-01-25 23:00:00,478,61,8.2,1005,34,36
2025-01-26 00:00:00,479,59,13.0,1004,0,35
2025-01-26 01:00:00,488,50,14.9,1003,86,42
2025-01-26 02:00:00,585,48,15.0,1003,0,45
2025-01-26 03:00:00,598,41,20.3,,47,47
2025-01-26 04:00:00,625,43,18.7,1008,0,53
2025-01-26 05:00:00,645,41,22.3,1004,34,55
2025-01-26 06:00:00,638,36,23.0,1005,0,55
2025-01-26 07:00:00,570,35,21.2,1002,75,53
2025-01-26 08:00:00,573,40,21.4,1002,157,50
2025-01-26 09:00:00,594,39,16.4,1002,333,50
2025-01-26 10:00:00,531,42,13.4,,502,48
2025-01-26 11:00:00,,52,13.1,1004,594,43
2025-01-26 12:00:00,427,52,10.8,1005,718,45
2025-01-26 13:00:00,432,55,6.4,1006,743,45
2025-01-26 14:00:00,380,56,3.6,1000,683,38
2025-01-26 15:00:00,380,59,-0.8,1001,713,44
2025-01-26 16:00:00,380,64,-1.3,1002,663,36
2025-01-26 17:00:00,380,61,-0.7,1006,431,43
2025-01-26 18:00:00,380,71,-3.4,1000,390,38
2025-01-26 19:00:00,380,67,-2.0,1003,180,44
2025-01-26 20:00:00,380,64,-0.3,1006,58,36
2025-01-26 21:00:00,380,61,1.5,1001,50,34
2025-01-26 22:00:00,399,61,0.8,1002,50,41
2025-01-26 23:00:00,,55,5.8,,89,44
2025-01-27 00:00:00,436,53,8.9,1003,31,43
2025-01-27 01:00:00,503,43,11.0,1003,71,47
2025-01-27 02:00:00,476,41,13.7,1005,0,48
2025-01-27 03:00:00,527,44,16.3,1004,15,56
2025-01-27 04:00:00,562,42,15.7,1003,10,57
2025-01-27 05:00:00,561,37,18.0,1005,46,63
2025-01-27 06:00:00,569,33,20.5,1005,81,59
2025-01-27 07:00:00,564,36,19.4,1005,51,56
2025-01-27 08:00:00,542,38,19.3,1003,203,54
2025-01-27 09:00:00,543,39,16.0,1003,381,48
2025-01-27 10:00:00,505,44,12.0,1005,430,44
2025-01-27 11:00:00,444,50,10.7,1001,571,43
2025-01-27 12:00:00,429,50,6.7,1000,699,43
2025-01-27 13:00:00,435,56,4.4,1002,708,40
2025-01-27 14:00:00,380,63,3.8,1003,684,42
2025-01-27 15:00:00,380,62,0.3,1005,616,37
2025-01-27 16:00:00,380,67,-3.0,1002,575,44
2025-01-27 17:00:00,380,67,-0.8,1003,464,39
2025-01-27 18:00:00,380,72,-1.3,1004,321,38
2025-01-27 19:00:00,380,69,-4.0,1001,186,42
2025-01-27 20:00:00,380,69,0.4,1004,73,41
2025-01-27 21:00:00,380,60,0.9,1007,0,37
2025-01-27 22:00:00,380,59,1.7,1001,87,38
2025-01-27 23:00:00,407,56,5.0,1007,85,43
2025-01-28 00:00:00,465,48,10.7,1001,12,41
2025-01-28 01:00:00,525,47,13.1,1006,0,39
2025-01-28 02:00:00,556,42,13.9,1002,0,52
2025-01-28 03:00:00,557,42,15.8,1005,11,54
2025-01-28 04:00:00,585,39,20.8,1002,0,60
2025-01-28 05:00:00,602,40,21.5,1006,27,58
2025-01-28 06:00:00,643,40,19.8,,30,62
2025-01-28 07:00:00,649,42,20.9,1006,0,52
2025-01-28 08:00:00,563,41,21.9,1003,204,55
2025-01-28 09:00:00,570,42,17.2,1006,340,58
2025-01-28 10:00:00,523,47,18.6,1007,495,54
2025-01-28 11:00:00,492,47,13.6,1003,540,43
2025-01-28 12:00:00,508,51,10.3,1009,727,45
2025-01-28 13:00:00,419,56,8.1,1009,751,37
2025-01-28 14:00:00,449,65,7.7,1008,734,41
2025-01-28 15:00:00,399,62,4.9,1009,726,39
2025-01-28 16:00:00,380,73,4.0,1010,578,34
2025-01-28 17:00:00,380,71,4.3,1006,440,38
2025-01-28 18:00:00,380,77,2.0,1009,381,42
2025-01-28 19:00:00,402,72,1.6,1007,144,42
2025-01-28 20:00:00,414,66,3.0,1010,0,44
2025-01-28 21:00:00,387,68,6.6,1006,0,36
2025-01-28 22:00:00,493,61,8.7,1005,28,45
2025-01-28 23:00:00,513,62,11.7,1010,8,43
2025-01-29 00:00:00,556,60,15.8,1007,0,44
2025-01-29 01:00:00,556,51,17.1,1009,0,46
2025-01-29 02:00:00,594,54,22.7,1011,10,47
2025-01-29 03:00:00,618,53,25.0,1007,0,51
2025-01-29 04:00:00,681,51,26.7,1007,39,56
2025-01-29 05:00:00,700,48,26.1,1012,44,60
2025-01-29 06:00:00,710,50,27.1,1012,20,61
2025-01-29 07:00:00,650,47,26.8,1014,0,56
2025-01-29 08:00:00,703,49,26.4,1007,216,53
2025-01-29 09:00:00,643,53,23.0,1008,282,52
2025-01-29 10:00:00,,57,22.0,1012,481,53
2025-01-29 11:00:00,583,61,19.7,1009,532,42
2025-01-29 12:00:00,538,59,17.2,1010,709,40
2025-01-29 13:00:00,514,71,14.9,1014,742,35
2025-01-29 14:00:00,526,75,13.0,1013,772,43
2025-01-29 15:00:00,476,70,11.9,1013,616,45
2025-01-29 16:00:00,423,75,9.6,1011,630,38
2025-01-29 17:00:00,417,79,9.1,1012,551,41
2025-01-29 18:00:00,445,77,7.5,1010,355,43
2025-01-29 19:00:00,480,80,9.8,1013,180,42
2025-01-29 20:00:00,431,82,11.0,1016,0,38
2025-01-29 21:00:00,483,74,10.8,1012,0,43
2025-01-29 22:00:00,542,72,14.5,1016,32,44
2025-01-29 23:00:00,581,69,15.8,1014,80,34
2025-01-30 00:00:00,593,67,19.7,1013,47,44
2025-01-30 01:00:00,637,62,22.3,1012,84,40
2025-01-30 02:00:00,672,54,24.1,1011,15,52
2025-01-30 03:00:00,728,50,27.5,1012,3,51
2025-01-30 04:00:00,744,55,30.9,1011,62,52
2025-01-30 05:00:00,751,49,33.0,1012,15,54
2025-01-30 06:00:00,789,49,31.1,1016,79,60
2025-01-30 07:00:00,773,47,30.8,1012,56,54
2025-01-30 08:00:00,760,58,31.6,1012,137,50
2025-01-30 09:00:00,683,59,30.8,1015,279,46
2025-01-30 10:00:00,656,55,27.7,1013,505,48
2025-01-30 11:00:00,634,59,25.5,1012,643,39
2025-01-30 12:00:00,611,69,21.8,1017,651,36
2025-01-30 13:00:00,593,69,19.0,1013,731,43
2025-01-30 14:00:00,556,78,16.3,1016,778,42
2025-01-30 15:00:00,520,73,14.0,1016,617,42
2025-01-30 16:00:00,531,79,11.4,1016,595,39
2025-01-30 17:00:00,479,85,9.4,1011,494,44
2025-01-30 18:00:00,504,85,10.8,1015,385,43
2025-01-30 19:00:00,456,77,12.6,1011,140,38
2025-01-30 20:00:00,504,85,13.7,1017,0,41
2025-01-30 21:00:00,552,74,13.9,1013,46,43
2025-01-30 22:00:00,556,72,16.8,1015,24,45
2025-01-30 23:00:00,605,71,20.5,1015,52,38
2025-01-31 00:00:00,636,71,20.3,1016,52,39
2025-01-31 01:00:00,631,66,26.1,1013,0,41
2025-01-31 02:00:00,719,57,25.1,1016,87,46
2025-01-31 03:00:00,680,52,27.2,1011,0,57
2025-01-31 04:00:00,722,52,32.0,1017,87,60
2025-01-31 05:00:00,725,54,30.7,1016,65,63
2025-01-31 06:00:00,773,52,30.4,1017,0,52
2025-01-31 07:00:00,725,57,31.7,1017,30,60
2025-01-31 08:00:00,727,49,28.5,1012,196,56
2025-01-31 09:00:00,715,59,28.4,1016,402,47
2025-01-31 10:00:00,676,54,28.0,1011,511,51
2025-01-31 11:00:00,656,57,21.5,1011,530,46
2025-01-31 12:00:00,583,62,20.7,1014,650,38
2025-01-31 13:00:00,572,71,,1011,695,43
2025-01-31 14:00:00,521,67,14.9,1016,710,34
2025-01-31 15:00:00,505,74,12.6,1013,714,37
2025-01-31 16:00:00,457,75,11.4,1012,652,38
2025-01-31 17:00:00,457,75,9.8,1010,457,45
2025-01-31 18:00:00,427,78,6.6,1015,312,36
2025-01-31 19:00:00,482,80,9.9,1012,253,39
2025-01-31 20:00:00,494,80,11.0,1012,13,41
2025-01-31 21:00:00,517,72,9.1,1012,0,40
2025-01-31 22:00:00,511,74,11.2,1013,0,42
2025-01-31 23:00:00,497,66,14.4,1011,32,38
2025-02-01 00:00:00,601,66,16.4,1008,86,43
2025-02-01 01:00:00,624,54,19.9,1014,89,50
2025-02-01 02:00:00,639,57,,1009,49,
2025-02-01 03:00:00,689,55,26.1,1009,41,47
2025-02-01 04:00:00,704,47,27.0,1008,22,54
2025-02-01 05:00:00,713,50,25.3,1010,0,51
2025-02-01 06:00:00,653,41,26.5,1011,52,59
2025-02-01 07:00:00,693,49,26.3,1010,48,56
2025-02-01 08:00:00,684,45,24.9,1010,178,55
2025-02-01 09:00:00,670,51,22.4,1011,360,52
2025-02-01 10:00:00,583,49,22.3,1011,488,53
2025-02-01 11:00:00,547,60,18.6,1005,627,50
2025-02-01 12:00:00,556,57,15.7,1008,702,38
2025-02-01 13:00:00,505,65,11.2,1010,714,43
2025-02-01 14:00:00,444,70,8.7,1008,724,35
2025-02-01 15:00:00,451,73,4.5,1007,645,41
2025-02-01 16:00:00,380,69,2.9,1007,622,40
2025-02-01 17:00:00,380,72,4.0,1006,423,43
2025-02-01 18:00:00,399,70,0.5,1004,373,45
2025-02-01 19:00:00,401,69,0.4,1006,188,37
2025-02-01 20:00:00,380,67,2.9,1007,0,39
2025-02-01 21:00:00,413,67,6.4,1008,0,45
2025-02-01 22:00:00,454,66,7.0,1008,54,39
2025-02-01 23:00:00,421,56,9.6,1007,0,43
2025-02-02 00:00:00,507,52,10.5,1008,46,40
2025-02-02 01:00:00,,52,15.7,1009,0,48
2025-02-02 02:00:00,520,50,17.3,1008,54,53
2025-02-02 03:00:00,603,47,19.4,1006,39,57
2025-02-02 04:00:00,575,37,19.9,1005,0,59
2025-02-02 05:00:00,602,38,22.0,1002,0,54
2025-02-02 06:00:00,628,43,19.7,,24,54
2025-02-02 07:00:00,626,37,19.6,1002,,62
2025-02-02 08:00:00,566,36,20.0,1004,131,56
2025-02-02 09:00:00,563,44,17.6,1003,311,51
2025-02-02 10:00:00,503,45,13.6,1007,471,44
2025-02-02 11:00:00,479,49,10.5,1002,536,39
2025-02-02 12:00:00,455,52,10.7,1004,690,44
2025-02-02 13:00:00,427,60,6.7,1005,651,39
2025-02-02 14:00:00,409,58,4.2,1001,685,36
2025-02-02 15:00:00,380,66,2.0,1002,617,34
2025-02-02 16:00:00,380,62,0.3,1006,585,35
2025-02-02 17:00:00,380,71,-0.2,1003,484,37
2025-02-02 18:00:00,380,,-4.3,1006,302,43
2025-02-02 19:00:00,380,65,-1.3,1003,252,45
2025-02-02 20:00:00,380,64,-3.1,1002,62,41
2025-02-02 21:00:00,380,66,-0.4,1005,0,37
2025-02-02 22:00:00,395,62,2.7,1000,52,45
2025-02-02 23:00:00,393,54,3.4,1006,79,45
2025-02-03 00:00:00,424,49,6.5,999,0,45
2025-02-03 01:00:00,505,44,11.3,1001,6,39
2025-02-03 02:00:00,475,39,14.5,1000,33,44
2025-02-03 03:00:00,515,37,16.1,1002,0,58
2025-02-03 04:00:00,586,40,18.0,1005,0,50
2025-02-03 05:00:00,572,38,16.6,1006,21,55
2025-02-03 06:00:00,595,31,20.7,1004,0,56
2025-02-03 07:00:00,550,39,18.1,1003,61,55
2025-02-03 08:00:00,587,38,17.9,1001,233,54
2025-02-03 09:00:00,537,37,16.3,1001,365,57
2025-02-03 10:00:00,529,42,13.6,1006,536,47
2025-02-03 11:00:00,513,48,9.4,1006,611,50
2025-02-03 12:00:00,431,51,7.7,1004,663,35
2025-02-03 13:00:00,436,56,5.4,1000,726,36
2025-02-03 14:00:00,411,60,3.8,1004,730,43
2025-02-03 15:00:00,380,65,-0.9,1000,626,40
2025-02-03 16:00:00,380,66,-2.1,1000,604,34
2025-02-03 17:00:00,380,63,-2.9,1000,533,36
2025-02-03 18:00:00,380,62,-4.1,1004,415,42
2025-02-03 19:00:00,380,70,-1.9,1002,148,44
2025-02-03 20:00:00,380,61,-0.9,1004,76,42
2025-02-03 21:00:00,380,64,1.7,1005,23,44
2025-02-03 22:00:00,380,56,4.2,1000,2,41
2025-02-03 23:00:00,409,59,5.9,1003,42,34
2025-02-04 00:00:00,462,57,8.2,1007,19,34
2025-02-04 01:00:00,495,52,12.5,1006,83,38
2025-02-04 02:00:00,513,41,13.9,1005,0,48
2025-02-04 03:00:00,554,40,18.1,1003,0,54
2025-02-04 04:00:00,573,45,19.4,1003,20,52
2025-02-04 05:00:00,619,38,,1007,0,57
2025-02-04 06:00:00,625,44,20.4,1007,27,58
2025-02-04 07:00:00,584,43,20.3,1005,0,55
2025-02-04 08:00:00,586,37,20.3,1007,156,61
2025-02-04 09:00:00,606,44,18.6,1006,332,49
2025-02-04 10:00:00,568,43,17.3,1006,425,45
2025-02-04 11:00:00,552,55,13.7,1005,637,43
2025-02-04 12:00:00,453,55,12.0,1008,667,37
2025-02-04 13:00:00,430,57,7.2,1008,694,36
2025-02-04 14:00:00,399,65,6.2,1007,741,40
2025-02-04 15:00:00,398,64,5.1,1010,635,42
2025-02-04 16:00:00,407,67,3.2,1008,553,41
2025-02-04 17:00:00,380,69,3.3,1006,509,35
2025-02-04 18:00:00,408,,1.6,1011,307,36
2025-02-04 19:00:00,380,70,1.1,1006,240,35
2025-02-04 20:00:00,380,68,5.7,1008,0,36
2025-02-04 21:00:00,454,70,5.5,1006,0,35
2025-02-04 22:00:00,452,64,9.8,1005,28,42
2025-02-04 23:00:00,463,59,13.6,1008,55,41
2025-02-05 00:00:00,525,57,15.7,1007,41,41
2025-02-05 01:00:00,530,55,19.1,1007,87,46
2025-02-05 02:00:00,585,50,20.7,1012,0,46
2025-02-05 03:00:00,671,47,23.3,1010,66,51
2025-02-05 04:00:00,658,46,26.3,1010,0,49
2025-02-05 05:00:00,712,42,28.2,1007,78,58
2025-02-05 06:00:00,657,47,25.8,1013,0,53
2025-02-05 07:00:00,727,43,29.0,1011,8,63
2025-02-05 08:00:00,709,46,27.2,1011,137,50
2025-02-05 09:00:00,659,49,23.0,1008,285,47
2025-02-05 10:00:00,613,58,24.5,1008,551,49
2025-02-05 11:00:00,599,57,20.3,1011,651,49
2025-02-05 12:00:00,575,64,18.2,1012,721,38
2025-02-05 13:00:00,518,68,13.6,1008,684,44
2025-02-05 14:00:00,507,73,13.3,1013,780,39
2025-02-05 15:00:00,440,74,12.1,1014,617,35
2025-02-05 16:00:00,428,72,10.4,1015,574,37
2025-02-05 17:00:00,421,76,7.3,1014,521,45
2025-02-05 18:00:00,468,79,7.1,1015,311,43
2025-02-05 19:00:00,440,82,8.9,1011,182,41
2025-02-05 20:00:00,468,80,11.7,1014,29,43
2025-02-05 21:00:00,525,80,12.2,1010,0,36
2025-02-05 22:00:00,532,68,12.9,1011,29,37
2025-02-05 23:00:00,597,73,16.8,1011,0,37
2025-02-06 00:00:00,572,64,19.3,1012,7,34
2025-02-06 01:00:00,627,63,24.6,1015,47,39
2025-02-06 02:00:00,714,55,27.4,1016,0,49
2025-02-06 03:00:00,700,57,29.2,1015,79,47
2025-02-06 04:00:00,708,52,31.3,1015,8,60
2025-02-06 05:00:00,733,50,32.1,1011,0,62
2025-02-06 06:00:00,720,55,30.7,1015,30,56
2025-02-06 07:00:00,760,56,30.7,1015,88,55
2025-02-06 08:00:00,696,50,32.0,1011,179,58
2025-02-06 09:00:00,687,60,30.8,1014,315,58
2025-02-06 10:00:00,666,56,26.1,1014,460,48
2025-02-06 11:00:00,654,60,24.3,1012,578,40
2025-02-06 12:00:00,635,71,20.8,1015,738,38
2025-02-06 13:00:00,608,72,18.0,1013,680,37
2025-02-06 14:00:00,521,78,17.6,1015,714,38
2025-02-06 15:00:00,535,80,12.5,1016,657,45
2025-02-06 16:00:00,486,75,10.8,1015,530,43
2025-02-06 17:00:00,466,85,9.3,1013,472,36
2025-02-06 18:00:00,511,81,10.1,1012,324,41
2025-02-06 19:00:00,477,83,11.2,1018,252,42
2025-02-06 20:00:00,467,78,13.6,1016,0,39
2025-02-06 21:00:00,500,75,14.5,1014,74,37
2025-02-06 22:00:00,524,71,17.8,1018,22,38
2025-02-06 23:00:00,588,74,20.4,1015,56,44
2025-02-07 00:00:00,657,69,20.0,1014,0,38
2025-02-07 01:00:00,628,61,24.7,1012,0,
2025-02-07 02:00:00,685,56,25.4,1015,30,49
2025-02-07 03:00:00,692,55,28.9,1012,0,51
2025-02-07 04:00:00,754,50,31.3,1013,0,59
2025-02-07 05:00:00,709,54,31.1,1014,49,55
2025-02-07 06:00:00,738,50,,1014,55,52
2025-02-07 07:00:00,762,50,32.3,1013,0,52
2025-02-07 08:00:00,764,53,28.7,1014,202,59
2025-02-07 09:00:00,689,52,,1012,333,56
2025-02-07 10:00:00,692,60,26.5,1017,419,45
2025-02-07 11:00:00,655,64,21.8,1015,659,42
2025-02-07 12:00:00,580,64,20.3,1014,668,34
2025-02-07 13:00:00,565,65,16.7,1015,729,40
2025-02-07 14:00:00,533,72,14.1,1014,679,42
2025-02-07 15:00:00,531,77,13.2,1012,722,41
2025-02-07 16:00:00,475,78,9.1,1015,553,44
2025-02-07 17:00:00,445,81,7.7,1013,532,38
2025-02-07 18:00:00,413,78,7.6,1012,337,36
2025-02-07 19:00:00,469,81,7.9,1009,134,43
2025-02-07 20:00:00,,72,9.3,1012,89,39
2025-02-07 21:00:00,483,74,12.5,1009,56,40
2025-02-07 22:00:00,517,,13.9,1012,88,38
2025-02-07 23:00:00,549,65,16.4,1014,69,41
2025-02-08 00:00:00,560,65,15.9,1014,89,37
2025-02-08 01:00:00,623,58,20.5,1011,0,40
2025-02-08 02:00:00,603,52,,1011,0,43
2025-02-08 03:00:00,644,54,26.0,1007,0,57
2025-02-08 04:00:00,658,48,27.4,1009,0,55
2025-02-08 05:00:00,697,43,25.7,1010,82,55
2025-02-08 06:00:00,703,47,28.0,1012,0,52
2025-02-08 07:00:00,702,47,25.4,1010,0,53
2025-02-08 08:00:00,686,45,25.5,1009,176,55
2025-02-08 09:00:00,674,53,24.7,1012,385,56
2025-02-08 10:00:00,590,54,21.4,1006,428,45
2025-02-08 11:00:00,565,51,17.4,1008,597,49
2025-02-08 12:00:00,556,55,16.1,1009,612,39
2025-02-08 13:00:00,515,63,12.1,1010,767,34
2025-02-08 14:00:00,454,68,7.5,1010,647,39
2025-02-08 15:00:00,429,70,4.9,1007,710,39
2025-02-08 16:00:00,380,73,3.5,1007,633,38
2025-02-08 17:00:00,417,70,3.8,1009,547,40
2025-02-08 18:00:00,380,75,2.1,1006,308,44
2025-02-08 19:00:00,380,71,3.8,1011,119,41
2025-02-08 20:00:00,398,66,3.1,1007,10,36
2025-02-08 21:00:00,423,68,3.7,1008,74,35
2025-02-08 22:00:00,425,64,8.6,1004,0,40
2025-02-08 23:00:00,429,56,7.6,1006,44,43
2025-02-09 00:00:00,471,55,13.0,1009,90,41
2025-02-09 01:00:00,544,53,14.0,1003,89,40
2025-02-09 02:00:00,572,44,18.7,1004,21,51
2025-02-09 03:00:00,611,40,18.9,1004,2,47
2025-02-09 04:00:00,581,37,21.9,1004,0,52
2025-02-09 05:00:00,573,45,21.6,1007,83,55
2025-02-09 06:00:00,586,41,20.9,1005,0,58
2025-02-09 07:00:00,621,40,22.4,1005,0,58
2025-02-09 08:00:00,587,44,18.4,1003,173,52
2025-02-09 09:00:00,538,45,16.6,1002,400,50
2025-02-09 10:00:00,545,45,17.2,1003,505,45
2025-02-09 11:00:00,491,52,12.1,1008,662,44
2025-02-09 12:00:00,469,57,,1002,730,38
2025-02-09 13:00:00,440,,7.3,1006,756,36
2025-02-09 14:00:00,398,57,4.8,1005,772,42
2025-02-09 15:00:00,380,63,0.4,1003,735,44
2025-02-09 16:00:00,,68,-0.5,1002,630,44
2025-02-09 17:00:00,380,65,-3.3,1005,418,38
2025-02-09 18:00:00,380,68,-1.4,1003,287,39
2025-02-09 19:00:00,380,63,-1.2,1004,139,43
2025-02-09 20:00:00,380,68,-0.5,1001,68,44
2025-02-09 21:00:00,380,60,-1.4,1005,88,35
2025-02-09 22:00:00,411,61,2.1,1005,0,37
2025-02-09 23:00:00,380,59,7.0,1006,68,39
2025-02-10 00:00:00,463,54,6.1,1001,0,38
2025-02-10 01:00:00,442,45,8.9,1006,56,41
2025-02-10 02:00:00,516,48,13.2,1000,0,43
2025-02-10 03:00:00,510,45,17.0,999,0,49
2025-02-10 04:00:00,575,,16.2,1001,0,54
2025-02-10 05:00:00,603,39,17.5,1000,28,57
2025-02-10 06:00:00,603,38,19.1,1001,0,58
2025-02-10 07:00:00,613,35,19.2,1002,28,62
2025-02-10 08:00:00,558,35,18.7,1003,152,52
2025-02-10 09:00:00,517,38,16.1,1006,309,51
2025-02-10 10:00:00,485,47,14.7,1005,455,53
2025-02-10 11:00:00,464,50,9.6,1005,589,44
2025-02-10 12:00:00,451,50,9.1,1006,652,39
2025-02-10 13:00:00,387,54,4.0,1006,721,44
2025-02-10 14:00:00,388,64,1.9,1004,684,36
2025-02-10 15:00:00,380,64,1.6,1004,664,45
2025-02-10 16:00:00,380,60,-1.1,1002,666,45
2025-02-10 17:00:00,380,69,-2.0,1001,522,44
2025-02-10 18:00:00,380,64,-0.7,1004,363,38
2025-02-10 19:00:00,380,63,-1.2,1000,229,36
2025-02-10 20:00:00,380,61,0.2,,0,42
2025-02-10 21:00:00,380,62,-0.7,1002,71,35
2025-02-10 22:00:00,392,60,2.2,1005,20,44
2025-02-10 23:00:00,438,57,7.3,1001,71,35
2025-02-11 00:00:00,490,58,9.1,1007,21,44
2025-02-11 01:00:00,531,53,13.7,1003,86,47
2025-02-11 02:00:00,504,44,16.0,1001,39,48
2025-02-11 03:00:00,589,38,16.1,1007,7,51
2025-02-11 04:00:00,621,41,20.4,1006,0,54
2025-02-11 05:00:00,603,40,21.3,1001,0,57
2025-02-11 06:00:00,642,38,20.0,1004,0,52
2025-02-11 07:00:00,643,36,20.9,1007,4,56
2025-02-11 08:00:00,616,38,21.2,1007,122,59
2025-02-11 09:00:00,549,40,20.0,1007,,55
2025-02-11 10:00:00,566,45,17.3,1007,511,47
2025-02-11 11:00:00,557,51,15.0,1005,651,41
2025-02-11 12:00:00,515,59,12.8,1009,683,
2025-02-11 13:00:00,477,61,11.1,1003,780,35
2025-02-11 14:00:00,397,60,8.5,1007,762,45
